gene,mean_readout,nonzero_fraction
ABCC11,0.003242841688916087,1.0
ACE2,0.05871795862913132,1.0
ACKR1,0.03922606632113457,1.0
ACTA2,0.2836073637008667,1.0
ACTG2,0.6689890623092651,1.0
ADAM28,0.18238580226898193,1.0
ADAMTS1,0.21603818237781525,1.0
ADGRE1,0.03229552134871483,1.0
ADGRL4,0.11403612047433853,1.0
ADH1C,0.08818384259939194,1.0
ADH4,0.07665921747684479,1.0
ADIPOQ,0.01705951802432537,1.0
AGER,0.015588643960654736,1.0
AGR3,0.07007148116827011,1.0
AHSP,0.012556195259094238,1.0
AIF1,0.3353917896747589,1.0
ALAS2,0.011955495923757553,1.0
ALDH1A3,0.09615027904510498,1.0
AMY2A,0.15967999398708344,1.0
ANGPT2,0.04876084253191948,1.0
ANPEP,0.23960649967193604,1.0
APCDD1,0.11933740228414536,1.0
APOA5,0.03622184321284294,1.0
APOBEC3A,0.11209210008382797,1.0
APOLD1,0.12010633945465088,1.0
AQP2,0.010477898642420769,1.0
AQP3,0.13686683773994446,1.0
AQP8,0.06809400767087936,1.0
AQP9,0.068656787276268,1.0
AR,0.03538208454847336,1.0
ARFGEF3,0.1111764907836914,1.0
ASCL1,0.006848987191915512,1.0
ASCL3,0.02206755243241787,1.0
ASPN,0.10016608238220215,1.0
BAMBI,0.09959068894386292,1.0
BANK1,0.23717966675758362,1.0
BASP1,0.6299752593040466,1.0
BBOX1,0.037569835782051086,1.0
BCL2L11,0.26309800148010254,1.0
BMX,0.021468913182616234,1.0
BTNL9,0.04600916802883148,1.0
C15orf48,0.17827434837818146,1.0
C1orf162,0.22432824969291687,1.0
C1orf194,0.016036465764045715,1.0
C20orf85,0.0026177577674388885,1.0
C5orf46,0.03687852993607521,1.0
C6orf118,0.012579341419041157,1.0
C7,0.06289796531200409,1.0
CA4,0.015193844214081764,1.0
CAPN8,0.22231924533843994,1.0
CAV1,0.37103909254074097,1.0
CAVIN1,0.5502665042877197,1.0
CAVIN2,0.0651683434844017,1.0
CCDC39,0.01625443808734417,1.0
CCDC78,0.015500636771321297,1.0
CCL19,0.10740258544683456,1.0
CCL27,0.013158351182937622,1.0
CCL5,0.28434866666793823,1.0
CCNB2,0.23544800281524658,1.0
CCR2,0.053517598658800125,1.0
CCR7,0.14055702090263367,1.0
CD14,0.23124301433563232,1.0
CD163,0.13456223905086517,1.0
CD19,0.1201385036110878,1.0
CD1A,0.023421481251716614,1.0
CD1C,0.06145280599594116,1.0
CD1E,0.03228200227022171,1.0
CD2,0.25338125228881836,1.0
CD247,0.14310456812381744,1.0
CD27,0.11698924005031586,1.0
CD274,0.1272473931312561,1.0
CD28,0.15141256153583527,1.0
CD300E,0.03281966596841812,1.0
CD34,0.15402719378471375,1.0
CD3D,0.22175590693950653,1.0
CD3E,0.29443344473838806,1.0
CD4,0.2480589598417282,1.0
CD5L,0.038817428052425385,1.0
CD68,0.17377376556396484,1.0
CD69,0.10902120918035507,1.0
CD70,0.017068708315491676,1.0
CD79A,0.2794298827648163,1.0
CD83,0.17344984412193298,1.0
CD86,0.11279834806919098,1.0
CD8A,0.1712832897901535,1.0
CD93,0.19147050380706787,1.0
CDH16,0.02403945103287697,1.0
CDK1,0.3746824264526367,1.0
CENPF,0.32682690024375916,1.0
CFAP53,0.030693138018250465,1.0
CFB,0.5680752992630005,1.0
CFHR1,0.0972573459148407,1.0
CFHR3,0.1489262878894806,1.0
CFTR,0.10082826763391495,1.0
CHGA,0.028319403529167175,1.0
CLCA1,0.030917668715119362,1.0
CLCA2,0.4060251712799072,1.0
CLEC10A,0.06642546504735947,1.0
CLEC14A,0.07883144915103912,1.0
CLEC4E,0.05154282599687576,1.0
CLECL1,0.07094850391149521,1.0
CLIC6,0.0844794288277626,1.0
CNN1,0.12523970007896423,1.0
COCH,0.17631404101848602,1.0
COL17A1,0.3809967339038849,1.0
COL5A2,0.3188776969909668,1.0
CPA3,0.030510906130075455,1.0
CRHBP,0.009668479673564434,1.0
CRISPLD2,0.1454119235277176,1.0
CSF2RA,0.09149894118309021,1.0
CSF3,0.03298947587609291,1.0
CTLA4,0.145659402012825,1.0
CTSG,0.008129838854074478,1.0
CTSK,0.2281256914138794,1.0
CXCL10,0.4028685986995697,1.0
CXCL2,0.1638142317533493,1.0
CXCL6,0.10772174596786499,1.0
CXCL9,0.3755844533443451,1.0
CXCR4,0.4074488580226898,1.0
CYP1A1,0.024947330355644226,1.0
CYP2A7,0.051041048020124435,1.0
CYP2B6,0.06898118555545807,1.0
CYP2F1,0.02611725404858589,1.0
CYP3A4,0.06327547878026962,1.0
CYP4B1,0.07700667530298233,1.0
CYTIP,0.3374655246734619,1.0
DERL3,0.044216856360435486,1.0
DES,0.1761774867773056,1.0
DIRAS3,0.015324111096560955,1.0
DMBT1,0.03395610302686691,1.0
DNAAF1,0.01849828101694584,1.0
DNASE1L3,0.071867935359478,1.0
DPEP1,0.021507587283849716,1.0
DPT,0.07960892468690872,1.0
DST,0.5776664018630981,1.0
DUSP2,0.09994964301586151,1.0
ECSCR,0.07446249574422836,1.0
EDN1,0.11440438032150269,1.0
EDNRB,0.09105311334133148,1.0
EGFL7,0.06991193443536758,1.0
EGFR,0.24675503373146057,1.0
EHF,0.44838327169418335,1.0
ELF5,0.05257917195558548,1.0
EPCAM,0.8265429735183716,1.0
ERBB2,0.1576930582523346,1.0
ERG,0.06515856087207794,1.0
ESR1,0.036245930939912796,1.0
FAS,0.25497251749038696,1.0
FBLN1,0.2277374565601349,1.0
FBN1,0.28290969133377075,1.0
FCER1A,0.03850359842181206,1.0
FCGR1A,0.13469719886779785,1.0
FCGR3A,0.19410982728004456,1.0
FCN1,0.03390613570809364,1.0
FCN2,0.021350691094994545,1.0
FGFBP1,0.10890807956457138,1.0
FGFBP2,0.02089187502861023,1.0
FGL2,0.29963448643684387,1.0
FHL2,0.49672627449035645,1.0
FKBP11,0.28886646032333374,1.0
FOXA1,0.04150156304240227,1.0
FOXI1,0.015510112047195435,1.0
FOXJ1,0.02041899785399437,1.0
FOXP3,0.07285833358764648,1.0
FSTL3,0.14008457958698273,1.0
FXYD2,0.05917905643582344,1.0
GATA2,0.0472019724547863,1.0
GATM,0.27046316862106323,1.0
GCG,0.013881522230803967,1.0
GDF15,0.1460786610841751,1.0
GEM,0.11876115947961807,1.0
GHRL,0.03647248074412346,1.0
GKN2,0.07014620304107666,1.0
GLIPR1,0.2845521867275238,1.0
GLYATL1,0.046701278537511826,1.0
GNG11,0.12449602037668228,1.0
GNLY,0.07909984886646271,1.0
GPC1,0.19533541798591614,1.0
GPC3,0.08949156850576401,1.0
GPR183,0.1742427945137024,1.0
GPRC5A,0.3798612058162689,1.0
GPX2,0.218243807554245,1.0
GYPA,0.028541728854179382,1.0
GYPB,0.007695199456065893,1.0
GZMA,0.12038563191890717,1.0
GZMB,0.06854952871799469,1.0
GZMK,0.10469035804271698,1.0
HAMP,0.0578448548913002,1.0
HAVCR2,0.13062384724617004,1.0
HEMGN,0.013620522804558277,1.0
HEPACAM2,0.032981082797050476,1.0
HES4,0.03010687232017517,1.0
HIGD1B,0.016079679131507874,1.0
HLA-DQB2,0.14416073262691498,1.0
HMGCS2,0.11782097816467285,1.0
HPGDS,0.019802255555987358,1.0
HPX,0.08081139624118805,1.0
IGF1,0.11309158802032471,1.0
IGSF6,0.14873963594436646,1.0
IL1R2,0.13943897187709808,1.0
IL1RL1,0.0295692328363657,1.0
IL2RA,0.12368832528591156,1.0
IL3RA,0.06660903245210648,1.0
IL7R,0.3478930592536926,1.0
INMT,0.06186483055353165,1.0
INS,0.008146191015839577,1.0
IRF8,0.21784114837646484,1.0
KCNK3,0.024503884837031364,1.0
KCNMA1,0.1369127631187439,1.0
KIT,0.05384816601872444,1.0
KLK11,0.06843104213476181,1.0
KLRB1,0.15650279819965363,1.0
KLRC1,0.04428320378065109,1.0
KLRD1,0.04625450447201729,1.0
KNG1,0.06758944690227509,1.0
KRT20,0.03521095961332321,1.0
KRT7,0.4961315989494324,1.0
LAG3,0.05767118185758591,1.0
LAMP3,0.13178285956382751,1.0
LGI4,0.020918764173984528,1.0
LGR5,0.015172886662185192,1.0
LIF,0.14215929806232452,1.0
LILRA4,0.03556733578443527,1.0
LILRA5,0.016736704856157303,1.0
LILRB2,0.10669026523828506,1.0
LILRB4,0.04609404131770134,1.0
LPL,0.020636342465877533,1.0
LTBP2,0.19973468780517578,1.0
LY6D,0.06661698967218399,1.0
LY86,0.08822792023420334,1.0
LYVE1,0.07552628219127655,1.0
MALL,0.3342207968235016,1.0
MAMDC2,0.09689206629991531,1.0
MARCO,0.03928171843290329,1.0
MCEMP1,0.030277514830231667,1.0
MCF2L,0.10376628488302231,1.0
MDM2,0.8427780270576477,1.0
MEDAG,0.050204087048769,1.0
MEF2C,0.16431710124015808,1.0
MEST,0.3662978708744049,1.0
MET,0.7115662693977356,1.0
MFAP5,0.048066601157188416,1.0
MKI67,0.5131491422653198,1.0
MLANA,0.006038596387952566,1.0
MLPH,0.14889869093894958,1.0
MMRN1,0.06392323970794678,1.0
MMRN2,0.1469794660806656,1.0
MNDA,0.12706807255744934,1.0
MPEG1,0.28523749113082886,1.0
MRC1,0.11536167562007904,1.0
MS4A1,0.37647268176078796,1.0
MS4A2,0.027347588911652565,1.0
MS4A4A,0.14720146358013153,1.0
MS4A6A,0.3203655779361725,1.0
MTRNR2L11,0.3133641481399536,1.0
MYBPC1,0.007919617928564548,1.0
MYC,0.5998817086219788,1.0
MYH11,0.21186503767967224,1.0
MYLK,0.3855096697807312,1.0
MZB1,0.1643267273902893,1.0
NAT8,0.03859039023518562,1.0
NKG7,0.0897991806268692,1.0
NPDC1,0.08993398398160934,1.0
NTN4,0.31901028752326965,1.0
OGN,0.06649082154035568,1.0
OPRPN,0.014227660372853279,1.0
PCNA,0.8997485041618347,1.0
PCOLCE,0.10337517410516739,1.0
PCP4,0.02011314406991005,1.0
PCSK2,0.016122980043292046,1.0
PDCD1,0.010623033158481121,1.0
PDGFRA,0.13400161266326904,1.0
PDGFRB,0.17966273427009583,1.0
PDPN,0.21360163390636444,1.0
PEBP4,0.012587076053023338,1.0
PECAM1,0.3882330358028412,1.0
PGR,0.025509029626846313,1.0
PLA2G7,0.16098998486995697,1.0
PLAC9,0.022608494386076927,1.0
PLCG2,0.201982781291008,1.0
PLD4,0.059037476778030396,1.0
PLIN4,0.04222641885280609,1.0
PMP22,0.20620600879192352,1.0
PPARG,0.22507445514202118,1.0
PPP1R1A,0.04028298705816269,1.0
PPP1R1B,0.10361285507678986,1.0
PPY,0.017329759895801544,1.0
PRDM1,0.25374194979667664,1.0
PRF1,0.07944078743457794,1.0
PRG4,0.038688190281391144,1.0
PROX1,0.09738890081644058,1.0
PTGDS,0.23266026377677917,1.0
PTN,0.1469014436006546,1.0
PTPRC,0.6541393995285034,1.0
PVALB,0.017778264358639717,1.0
RAMP2,0.04279555380344391,1.0
RAPGEF3,0.07841594517230988,1.0
RBP5,0.06198229268193245,1.0
RERGL,0.022764315828680992,1.0
RETN,0.0026480448432266712,1.0
RGS16,0.08616900444030762,1.0
RIDA,0.16751040518283844,1.0
RND1,0.037917446345090866,1.0
RTKN2,0.15115651488304138,1.0
S100A1,0.0702054351568222,1.0
S100A12,0.07363411784172058,1.0
SCGB2A1,0.0359165295958519,1.0
SCGN,0.02835308574140072,1.0
SELE,0.018498104065656662,1.0
SELL,0.19777938723564148,1.0
SEMA3C,0.3686167299747467,1.0
SERPINB2,0.08420845121145248,1.0
SERPINB3,0.3769475817680359,1.0
SERPINB9,0.3290432393550873,1.0
SFRP2,0.1352073848247528,1.0
SFRP4,0.07338498532772064,1.0
SFTA2,0.026275023818016052,1.0
SH2D3C,0.08479280769824982,1.0
SLAMF1,0.09251617640256882,1.0
SLAMF7,0.24344070255756378,1.0
SLC18A2,0.016921956092119217,1.0
SLC22A8,0.022963164374232292,1.0
SLC26A2,0.1361791044473648,1.0
SLC26A3,0.035180769860744476,1.0
SLC4A1,0.025424953550100327,1.0
SMIM24,0.06848733127117157,1.0
SMYD2,0.36449941992759705,1.0
SNAI1,0.0374833419919014,1.0
SNCA,0.06523715704679489,1.0
SNCG,0.09114251285791397,1.0
SNTN,0.018894163891673088,1.0
SOX17,0.03288242965936661,1.0
SOX18,0.027632523328065872,1.0
SOX2,0.13899055123329163,1.0
SPDEF,0.02425699308514595,1.0
SPI1,0.07986024767160416,1.0
SPIB,0.1061297059059143,1.0
SRPX,0.19947659969329834,1.0
SST,0.014062386937439442,1.0
STC1,0.06888880580663681,1.0
STC2,0.1177651658654213,1.0
STEAP4,0.08768124133348465,1.0
TAC1,0.015081469900906086,1.0
TAT,0.059369318187236786,1.0
TBX3,0.05641074851155281,1.0
TCF15,0.004186925478279591,1.0
TCF4,0.20193660259246826,1.0
TCIM,0.21577367186546326,1.0
TCL1A,0.11628308147192001,1.0
TENT5C,0.22109751403331757,1.0
TFF2,0.08531550318002701,1.0
TFPI,0.289999395608902,1.0
THAP2,0.10585830360651016,1.0
THBS2,0.14992092549800873,1.0
THY1,0.21440823376178741,1.0
TIMP4,0.03597904369235039,1.0
TM4SF18,0.06566021591424942,1.0
TM4SF4,0.0938015803694725,1.0
TMC5,0.15974606573581696,1.0
TMEM100,0.031223416328430176,1.0
TMEM174,0.008211932145059109,1.0
TMEM52B,0.023024577647447586,1.0
TNC,0.3995917737483978,1.0
TNFRSF13B,0.05149146914482117,1.0
TNFRSF17,0.09050984680652618,1.0
TNFRSF9,0.06666617095470428,1.0
TOP2A,0.2977491021156311,1.0
TRAC,0.4551212191581726,1.0
TREM2,0.0472911112010479,1.0
TSPAN19,0.020462561398744583,1.0
UBE2C,0.27030307054519653,1.0
UMOD,0.012067340314388275,1.0
UPK3B,0.01835102029144764,1.0
VCAN,0.34368234872817993,1.0
VSIG4,0.08516263961791992,1.0
VWA5A,0.10198014974594116,1.0
VWF,0.11860354244709015,1.0
